question_id	question_text
3993855	how do u get to fly to another country for free?
3136	How did the world celebrate Victory in Europe Day?
2023	Why did Napoleon invade Russia?
1422	What were the Healthcare plans of Obama and McCain during 2008?
2127	Why has the UAE been criticized for human rights violations?
2563	What was the effect of the American Civil War on cotton around the world?
3444	How does Canada define an urban area?
1364894	Why do we need to tell customer service/operator about our sickness in order to make appointment w/ a doctor?
2014	Why is a dictator not necessarily a de facto ruler?
269	What are the characteristics of the alphabet of the Russian language?
3413	What are suburbs?
3904844	how do i fix a frozen ps2 without turning it off?
1433	How has Twitter evolved since its launch?
2858	What were the consequences of Shays' Rebellion?
120	"Why is it so difficult to determine what constitutes ""Western culture""?"
452550	what is a relay?
2555	What does realism think is important to portray?
4062	What is the relationship between langue and parole in language?
572	How was Shanghai affected as a municipality of the Republic of China?
1338	HOW HAS CATHOLICISM SHAPED RELIGION?
2983	What is Pentecostalism?
1132	What is the telecast history for the Academy Awards?
3000557	How can i increase my metabolism?
1379392	How come its not working?
2386	How has Arizona voted since 1952?
3732	How does the WTO function?
2644036	how can i get my chihuahuas to listen to me?
1779139	How does the extraordinary man arise between his ordinary counterparts?
2147299	How do i find out where somebody lives by just their license plate?
1811	How do different groups contribute to the ethnic diversity of Ontario?
2371	How Does Trade Connect The Phoenician, Greeks, Carthaginians and Romans?
941054	how to fix scratches on eye glass lens?
1336	What process led to the formation of the League at the Paris Peace Conference?
1810	How did British Canada and French Canada manage to avoid a civil war?
3285	How much of the earth is covered by alpine climates?
4177666	How can I find out what my calling in life is?
1115915	what do we do on easter?
3346	What advances occurred in Toronto during the 19th century?
765	What influence did the American revolution have on Venezuela?
908348	Why is eating raw eggs good for you?
4282051	do i have the right to ask an employer why i did not get a job?
3882948	Why do American between the ages of 18-35 don't vote?
780	What role did volunteers play in the 2012 Summer Olympics?
2103	Why did many architects resist modernism?
1694	Why is the teaching of evolution in schools so controversial?
77854	Why does the church hire swiss guards instead of catholics to protect the vatican?
491	How did the world change with the fall of the Iron Curtain?
3237	What percentage of the population is nomadic or semi-nomadic?
1292	How did New England shape the events of the Revolutionary War?
3177139	Why do Americans bless God?
1328	Why was king Matthias Corvinus a great ruler?
3918	What is the prominence of Cantonese in China?
3434	What are the unique teaching methods and student requirements employed by the University?
506454	what is the cause of my vagina dryness and what is the remedy?
3535910	What are the importance of Cakes in different occasions?
2041	Often referred to as Standard Chinese, can you outline the bases of influence of written Mandarin grammar & pronunciation?
1759	How Does Economics Organically Apply To Society As A Whole?
1381	How did the United States Navy contribute to the Union during the Civil War?
247257	what is the  reason behind dog's being 'locked up' during  mating?why do they can't seperate?
1389	What is the origin of the term Gothic architecture?
2049	Why is impractical or basic research so important in science?
718	What defined the Bronze Age in Ireland?
3897	How did Clinton win a seat in the House of Representatives in Arkansas?
1240	How did Darwin's Origin of Species influence thinking on the development of species?
45136	what is the difference between naturist and nudist?
3500	What role did submarines play in the Attack on Pearl Harbor?
171	How did the U.S. and its allies respond to the Berlin Blockade?
1660886	how can i use the word ---Gruff-- in a sentence?
1784177	How to stop the war in Iraq?
3720	What is the climate of Ottawa?
1430	How were the roles and rights of men and women different?
3336	What kind of relationship does Panama have with the United States?
3065	Why is rainfall different in Sari?
2197713	Why do i get tired eyes(sleepy) when i read a book?
4005	What is the cuisine of Azerbaijan like?
806	How did the Mavericks perform in the 2010 NBA All-Star Game?
128	Why were most colonists still loyal to the King at the time?
2161	"What were the origins of the ""first"" British empire?"
3064194	How do I make a portable baptismal?
3284	What happens when there is hot air in an alpine climate?
4049	How did the holiday Passover originate?
3803	How does the Labour Party in the UK support Nationalization?
2625	How does the corporate business model of McDonald's differ from that of other fast food companies when it comes to franchises?
1937	How was the department of state formed?
1513971	Wonder why cops don't give you a break?
871014	how do you open a can of beer?
3512	How does liberal democracy compare with the general term democracy?
2608	How did Marsh's efforts lead to California becoming an American state?
1484	How does Time Magazine reach out to children?
867900	How to make a pimple ready to pop?
2378	What Exactly Do We Know About The Hebrew Language Histrical Evolution?
3409	Why was the Congress of Vienna held?
3374970	what is the correct form: I wear glasses or I am wearing glasses and why?
2794579	Havin sex can make u fat?if yes.then how can we reduce it back?
1356733	?How can i  clean my bedroom with out spending  bunch of hours?
3199	How many eras does classical antiquity encompass?
2962253	What are some REAL CHRISTmas songs?
2943171	How to open a bottle of wine without a corkscrew?
2010	What types of ballots does the plurality voting system use?
799	How do endoglossic and exoglossic languages coexist in Nigeria?
3910925	Why is yawning contagious?
847561	Why did you get out of bed today?
3008	Why were iron goods so vital to Birmingham's economy?
3062	What is Lithuania's role in foreign policy?
1346	Why is the cultural relationship so complex between Northern Ireland and other parts of the British isles?
2405	How many an MP in the UK leave their seat?
3491186	do you know how to remove an email address to your email account?
1666035	how can i make clay?
96	What was the aim of the passing of the Currency Act by Parliament?
2131177	how do i measure 5 grams of Creatine?
3172912	why woul a keyless entry for a car not lock but unlock and you here is a click?
3285411	Why doesn't my credit report show my credit score?
2153711	Why does my cat chew up card board boxes?
1139872	Why fight it?
2263	How was Paris seen as the center of the age of enlightenment?
2231	How does North America relate to Latin America?
1798	What factors led to mobile computers becoming dominant in today's world of technology?
2581	What effect did World War I have on the Slovene population?
3155989	Why do Conservatives say a Democratic Congress will raise taxes?
4098	How did the development of transistors improve information technology?
3360	Why can endemics be easily endangered or extinct?
2897078	how to get rid of stript throat?
349	What is Queen Elizabeth II's legacy?
3232	How has the Britannica enjoyed a popular and critical reputation for general excellence since the 3rd edition?
2683	Comparatively, How Does The West Stack Up Relative To The Rest Of The Country?
3706515	how do u get coke out of ur system?
2244	How did Pakistan come to be known as Pakistan?
1499	"Although Illinois was a ""free state"" in the Antebellum period, why did slavery persist?"
3182248	How do gas stations get the prices to change on their pumps?
3663	What is match play?
1326	How is PBS governed?
3271	How did Yeltsin rival the USSR with his role in the RSFSR?
2290094	why can i not get my childsupport info on here?
1546463	why doesn't space have daytime?
187	Why was the Marine Corps less important during the 19th Century?
1298	What is the history of Mandarin Chinese?
1395	How did the Anglo-Saxon cultural identity become established?
1475950	What is the difference between a public sector and a private sector?
2574647	why do people hang shoes from powerlines?
4359213	how to renew a vietnam passport?
3775643	Why does ppl hav leg cramp?
140	What is the terminology of the Holy See?
388	Why are there challenges to increasing female literacy?
3213	What is the genealogical criteria to classify a person as Arabic?
714612	Why doesn't the water fall off  earth if it's round?
4162	How is military strategy coordinated with political affairs?
764472	what to do if you have been with ya boyfriend 8yrs & he wont marry?
2632334	On the most fundamental level, why is killing other humans bad?
957	Why was the northern Atacama desert a political centerpoint?
423	What is the structure of the US Congress?
3948	How have names for Native americans evolved?
2460	What do many cities along the great lakes owe their existence to?
2442	How was the NFL formed?
120242	how can i check the transmition fluid of my 98 Honda prelude?
3614579	How do I stop my cat from being a nuisance and meowing for hours at the window?
918	What were the results of the Battle of Cepeda?
3547	What is the etymology of Budapest?
1375278	why do we sleep lying down?
4102013	what is the coolest tattoo you have?
2421	How does frontal activity cause precipitation?
2926	How does Huntington describe a breakthrough coup?
2266	How were governmeent policies shaped by John Locke?
2547	How does Marxist economics describe the causes of unemployment?
2693916	Why is most of the world have to be dumbasses and smartasses and why can't they ever grow the f#%k up?
3330	How are the demographics of Rio de Janeiro so diverse?
205155	being a textile manager how can i take advantages over the copetitors?
2053	During major military engagement campaigns, could you tell us how  the U.S. Air Force deployments carry-out & executive assigned combat missions & can you specially highlight the significance of the different USAF assets during large sale field interventions?
930	How was Abbey Road received by critics?
1626564	how can i get fatter legs?
4021	What is the status of China on the Security Council?
1405	How has Nazism in 1944 affected the refugees coming from Germany?
1493	Why adopt a tripartite system?
2856191	"Why are some people ""pro-choice""?"
4316015	how do you increase bone density?
1465	What is the effect of the German language in Namibia?
227	How has Hindi spread outside India?
343	Why were nearly all Blacks unable to vote in Alabama until the Civil Rights Act in 1965?
791	What is the nature and responsibility of an honorary consular officer in the United States?
2235	Why is present day Jerusalem such a core issue in the Israeli-Palestinian conflict?
340	Why has the Scots-Irish population in Alabama likely been under-reported?
1395470	How to make water boil faster?
3486120	Why does PAMELA   ANDERSON ........NOT CARE about  Children?
4180	What is the status of the state school in Australia?
2556498	"Why do college kids wear Ernesto ""Che"" Guevara shirts?"
2432710	"what is the meaning of ""nikita""?"
523	How did the state attempt to erase ethnicity during the early 20th century?
1885563	How do I find out if a doctor in Texas has been sued for malpractice before?
91	What is unique about Nova Scotia's geographical proximity to the ocean?
529	What characterized the study of Ancient Greek texts in the Renaissance?
4196421	how can you be more brilliant?
3202	How was classical antiquity revived and combined with early Christianity?
2349	Why have there been a number of environmental issues affecting the coast of the North Sea?
2729	How was Britain able to maintain her population growth during the Victorian era?
1301551	why are pads so uncombfortable?
3346105	what scares you most and why?
2825408	why do some gay men lisp?
605841	How do I find the location and identification of geocentric satellites in the sky?
745673	How can i get rid of dark spots?
2545	How does Classical Economics aim to minimize unemployment?
734105	Why Delaware Companies?
3608	What characteristics are peculiar to Spanish and Occitan?
1758	Then What Are The Main Focuses Of Economics?
3577501	what are some signs that puberty is beginning?
1274	How has the name of the Philippines changed over time?
2751	How prepared was the Iraqi defense?
794	Why was the archaeological method developed?
68	How do cities and activists encourage the use of bicycles?
1400	What is the most direct approach to GDP?
4058	Why does Joseph Stiglitz propose active state intervention in market economies?
3890	What are New York's majority geographic aspects?
3538545	why do fish died with open eyes?
1301	What is phonology of Mandarin Chinese?
2592	How did the Baha'i faith change after the death of Abdu'l-Baha?
1130	What is the engraving process for the Oscars like?
3624504	what is a cotton gun?
3978	How did conscription work during the medieval feudal period in Europe?
2869	Why was Honduras suspended as a member?
2929639	how do you remove the radio from a 97 montero sport?
2849580	what does Romans 3:31 mean?
351	What characterized Queen Elizabeth's early life?
1917	What was corrupt about the districts for the House of Lords prior to 1832 reforms?
2384614	what hapens if i swollow my gum?
536	Why is Papua New Guinea considered highly culturally diverse?
3598485	if u fail ur exam how u explain to ur parent?
1543498	How is clothing used to portray characters on stage or in the movies?
3901476	what is a CCD?
2262	How does pollution affect the Pacific?
690125	how do you deal with a schizophrenic?
1334	What was the structure of the forerunner of the League?
1453	How does climate in oceanic areas effect precipitation?
1264	What is the general definition of the Indian subcontinent?
3604	What is the role of oral histories and culture in the transmittance of folk music?
1555	What is the ancient history of Nepal?
1170	Why did NBC see problems after the start of the 2000s?
2464943	How can i get toy stores to donate toys for a project im doing?
2913	How did Elvis perceive the music he had to sing in his movies?
243	How did Roman incursions effect Romania?
1841367	what do the smaller qantas planes have bent wing tips?
1385	What is the origin of the name Romance languages?
1814	what led to the reforms of the 1960s?
1750	How is the English Channel crossed by car?
3853321	How sad - what does it mean when...?
3789	What are the differing levels of power in legislature?
1976	How did various senators who were too young for the position get elected anyway?
3837	How was popular music shaped by the 1920's?
3290417	why are we attracted by art - pictures, paintings, music, sculptures?
3042987	How does one quicken their reaction time?
1156271	What is the best Bar in New York and Why ?
3816	What are the reasons for the decline of the city of London in the 5th century?
494016	why is matt azimi stupid?
3855	What are the limitations of describing white people as a monolithic group?
1353933	What is the Roles of Calcium in human physiology?
2454282	How do i cash money orders in the u.k i'm on holiday without an account?
3621	Which characteristics define the climate in Athens?
2270	How did Otto von Bismarck rejected the British model of a constitutional monarchy?
675	Why is German prevalent in south Australia ?
508	What are the early origins of the British Empire?
2591146	how do i build up muscles to jump higher?
2361	What made Alexandria a great ancient city of knowledge and learning?
36645	how can I help my bunny become more energetic?
380	To what extent did WWII use of nuclear weapons reduce the actual use of nuclear weapons in years to come?
2180086	what are mormens?
3872185	What does eclectic mean?
4395876	What happened to hurricane Katrina victims?
2573999	How do you destroy a fish?
4358746	what do you call a close friend?
3368329	in freezing wheather how do you get car doors open w/o tearing of the wheather stripping?
436	How do natural resources differ among one another?
3869	What aspects of employment are subject to collective bargaining?
1355180	Why is depression replaced by anger when using prozac ?
479	Why did Ottoman Turkish traveller Evliya Celebi notice similarities in indo-European languages?
2243553	what are the advantages and disadvantages of renting a copier?
2558930	why do more people see a total lunar eclipse than a total solar eclipse?
2960	How are the various Latino populations in Colorado changing the state's demographics?
2393	Why was the venue for the World Cup an issue for the European teams?
985969	What is the definition of a Creative assistant?
3466	What effected Southwest residents following their secession from Mexico?
1313	Petroleum is often referred to as sedimentary rock crude oils. Organically, how does that come about?
932	What is Continental Europe referred to?
1536755	How to stop religious War?
931698	why did the egyptians make mummies but not daddies?
1895467	How would the world be different today if the Holocaust never happened?
3987	How did roman influence effect Scotland?
2047	What was a major advance in the philosophy of science, as advocated by Socrates?
3159	What is the benefit of global city status?
900313	What does cordon bleu mean?
2564	How is cotton cultivated?
1636014	What is catnip anyway?
564	How was the Marshall Plan funding repaid by Europe?
2908	What characterizes first generation rights?
3991428	What does O'Rilley mean by the term No Spin Zone?
835544	How do you get rid of the light on the dashboard?
1136380	What are the chances of getting dry socket 4 days after a wisdom tooth removal?
3817	How does London deal with its increasing volume of traffic congestion?
31	How has the Iberian peninsula been inhabited prehistorically?
3588	What was George Calvert's role in 17th century Maryland?
2604	What role does English have in Barcelona schools?
229	Why did an Indian court rule that Hindi is not the official language of India?
1055	What has the Catholic Church been criticized for its doctrines on sexuality?
2036	Why is the mountainous region of Michigan different from the rest of the state?
2078477	what is the speed of light & sound ?
2228	What is intrinsically important for the existence of a sovereign state?
2741	How does the Catholic Church retail latin Contemporary Latin in relevant context?
691	What characterizes the New Zealand Parliament?
3704812	What is the real solution to achieving peace on earth?
1537542	What works on getting getting rid of cat pee smell in my carpet?
1243	How did Darwin ultimately view religion?
2804	How can ecoregions be categorized?
36736	why do we associate cops with donuts?
1724	What is the process for selecting winners of the Nobel Prize in Chemistry?
1932466	How insecure is the catholic church if they see a FICTITIOUS book as a threat?
1141	What are the external forcings of global warming?
3498817	How do i tell a coworker they have an odor problem?
772988	What is the difference between dressing and stuffing?
2150486	Why was farming so difficult in ancient rome?
1622	Why was the OED created?
3169	Why is the Allee effect important?
1887	"Why is the name ""British Isles"" controversial?"
1858	How was Algeria colonized by France?
3396066	Why do airplanes fly so high?
1129	"How did the name ""Oscar"" come to be?"
4155136	What is 'Beano'?
1803	What important events shaped Finland between 1918 and 1999?
3210818	why do the americans bastardard our language?
280	What has been the most historically major problem in San Francisco?
3502	Why is Warsaw architecture unique?
1637019	Why do they put pictures of criminals up in the Post Office?
937242	What is a quadriplegic?
1094	Why is conflict apt to develop between the states and the nation within a federation?
183677	what's the Zionism?
138140	I lost the only set of keys to my car what do i do?
4295017	why dont they sell .hack// stuff in stores only on internet?
27	Why is Manchester considered to have a radical history in literature?
419	What is the importance of The Underground City as a tourist attraction?
2074	"What brought about the ""Space Race?"""
3248	How Does The Council of Europe Part From The European Union As Political Regional Entity?
2689	What is Halakha and where does it come from?
3269	How did Lithuania break from the Soviet Union?
950	How did the fall in stock market values mirror the Great Depression?
2940661	if you suspect you may have glass in your skin still from a car accident...what do you do?
4422858	How can I get icons back on my computer?
365195	How do you make a Nuclear Warhead?
3563936	why is motivation important?
3874	How did the 14 points come into play at the end of the war?
2727	What is the Victorian era?
952	What is the Common Era?
43	Why might the early Greeks have attempted to segregated their culture?
3185074	Why did liberals ban the pledge in California?
2091144	Why do people pee and poo?
1971	How did conquering of Alexander the great effect Ancient Egypt?
3738948	What are the chances of a tooth abscess?
3666	What contributes to the size of a tropical cyclone?
4012558	what is the term milky way?
3883240	how can electricity can hurt us?
2963	What names are given to the moon and what are their origins?
4061	What is the relationship between linguistics and language?
3815	Why is it thought that London's earliest settlements were near the river Thames?
4338583	how is it being you?
92	What makes the Bay of Fundy a fossil treasure trove?
250	How is the Corruption Perceptions Index practically used?
3751495	Why have they taken the word gullible out of the new Oxford dictionary?
372	What role did the USDA play in the Great Depression?
2011	How is the plurality voting system used in the UK?
1459754	how do i treat/clean cast iron pans?
1593	How did Antwerp compare to Brueges and the surrounding area during its rise?
2689609	Why do people ignore global issues?
1616	How did the Roman Republic expand throughout the mediterranean?
2900	What does the spanish language have to do with the name oregon?
1042	How has culture influenced Tokyo?
188009	"What does the expression ""in a coon's age"" mean and what is the origin of this expression?"
239073	why does my cat stare at me  ?
3507	What does nationalism constitute in contrast to patriotism?
2907	How did the civil rights movement arise in America?
3194	Why was the Royal Navy significantly reduced in size?
1673	How did Brown v. Board of Education affect the African-American Civil Rights Movement (1954-1968)?
2614	What was the Manhattan Project?
146696	How do  I know if a guniea pig is scared or happy?
3240	What is the main industry of Mongolia?
2503	How has logging affected the states flora?
4014	How did the Industrial Revolution starting in the United Kingdom affect Western Europe and then eventually the rest of the world?
792	How are consuls described in Thomas Mann's novel Buddenbrooks?
683	What was the factor that made opera for everyone, rather than just royalty?
244918	How do you do a three was call?
1423289	Why does my nextel turn off by itself?
225575	what does 'wet behind the ears' mean?
2695109	how do i get slimmer thighs?
1942515	How do you get rid of cellulite on your legs?
3093	How is music written in a way that it can be communicated?
346	What is the importance of higher education in Israel?
2635	What is the liveability rating of Pittsburgh?
2088	Why did certain states call for either the Virginia plan or the New Jersey plan in establishing Congress?
1232695	why natural gas has a smell added to it before it is supplied to customer?
46	What is the climate of Connecticut?
2160	What are national minorities of the ethnic groups in Europe?
3935	Why was the GDP established?
3432	What status do the offices of Chancellor and Vice-Chancellor hold at Cambridge?
3808	How do limestones exhibit different colors?
3627	What is the goal of the National Register of Historic Places?
2123	What are the characteristics of the euro coins and notes?
1702	What were the requirements and limits of the contract giving Panfilo de Narvaez a license to claim what is now the Gulf Coast, and did he make it to America?
877	How diverse is religion in modern North Carolina?
689	What were the effects of the early 20th century on New Zealand?
2705	According to writer Paul Kengor, what role did Reggan's family & homelife play in his upbringing?
3589442	Which is better, sushi (raw fish on rice) or sashimi (plain raw fish) and why?
1204	"What caused the ""Great Dying""? How did this lead to the formation of Siberia?"
2162	What attempts did Britain make to colonize the Caribbean?
377256	how do i explain the cuts on my arms?
4068073	Why is my manager an a$$hole?
4214800	How do I search dog registration tag numbers for a dog that I found?
3089	What early developments characterized Evangelicalism?
484	What was the concept for Yugoslavia's creation?
773	How did Orson Wells reading of War of the Worlds effect future broadcasting?
3446	How does the United States define an urban area?
180	What was Spanish's role in the Philippines?
3076	How did the name Moscow arise from the Moskva River?
3289	What is the connection between Forbes Magazine and the Irish rock group, U2?
1354	What characterized laws regarding slavery in the Empire?
4037	How is the climate in Cambodia?
3339	Why do Atheists believe people cannot know god in the Epistemological arguments?
1540901	Why we have to take breakfast and skip dinner?
2155	What are teh ways that the EU has demonstrated leadership in global environmental governance in recent year?
1377	How do the variations of Chinese challenge the linguistic belief that mutual intelligibility defines separate languages?
789	How are consulates in Hong Kong unique?
3985402	Why is it so hard for a guy to call when he says he will?
2795	What affects the climate in Europe?
3078448	How do you prevent chicken from drying out when you cook it?
2810	How did the British deploy ships during the Seven Years War?
2101	Why were guild built in the middle ages?
1208	How does the climate affect Siberian agriculture and animal husbandry?
1642	After 1936, why did the relationship between the Nationalist Government and Italy change?
1582	How did Chicago accommodate the rapid population growth of the 1850s?
3528	How did Islam integrate with pre-existing religions of Afghanistan?
3454	What are the significance of lines on the tennis court?
2534	What kind of accent is a London accent?
1720	What is the process of awarding a Nobel Prize?
3843	What has caused Poland to have a strongly homogeneous language?
831	What are some of the reasons that boxing might be considered immoral and dangerous?
4468822	what are the causes for the labour turnover?
2745	Do any festivals occur in Lyon?
3911	Why is the ancient history of Puerto Rico not well-known?
3972	How does the legend of Mil Espaine tie into the history of the Irish people?
3910	What is the history of the name of Puerto Rico?
2930	Retrospectively how does the US Constitution relate to the Bill Of Rights & Constitutional Amendements?
667	What are some ways the US Navy has used nuclear power?
3971156	Any suggestions on how to improve my spelling?
1671	What characterized the African-American Civil Rights Movement (1954-1968)?
1554	What is the origin of the name Nepal?
730	How did USA Today respond to Donald Trump's 2016 presidential candidacy?
3597818	How do I find an intellectual woman in chennai?
892289	how do i reduce 96 hundredths?
1200061	how do you make a homemade battery?
770	What were some aspects of Kuwait's prosperity after WW II?
2620	What were the nascent forms of a Universal health care system in the late 19th century and early 20th centru?
98438	Where can I find a simplified explanation of how to use commas properly?
1556	What major events characterized Nepal in medieval times?
1929	How was it proposed Iraq was obtaining uranium during disarmament?
3488	How did Polish become more homogenized during the 20th century?
399263	how/can a restraining order be reversed?
4060	Why do right-libertarian advocates believe in a laissez-faire market economy?
933612	Why does the media refer to Saddam Hussein as Saddam and not Hussein?
591	How has Brooklyn moved from a manufacturing to a service-based economy?
521407	why do tragedies happen to some?
1850323	Why some men never wash their hands after using the Urinal/Toilet?
652	Why would a candidate run independently?
4040	How did the early spread of wheat occur?
1015624	What's the Definition of a bloody mary?
956	What is the rationale of support of the Common Era?
3583	What were some effects of the Meiji Restoration?
2586	Why has caused and contributed to conflict between Britain and Ireland during the last approximately 200 years?
366	What is the Democratic Party's current standing in Congress?
732	What are ancestors of the flowering plant?
3280274	What is a schnitzel?
1570	How did the motion of progressivism define Theodore Roosevelt Jr. presidential term as domestic policy framework, what was his foreign policy reach, his impact on our country's territorial & interior character once in office?
1525597	How do  I wire a seven speaker, powered subwoofer system?
1947	What factors influence the amount of time it takes to earn a Bachelor's degree in the US?
3527	Describe the Hellenic influence in Afghanistan.
2403	What characterizes a member of parliament in India?
1289219	how does a plant reproduces?
57	Why is deforestation a main concern for Ethiopia?
2598173	What difference will it make making English the official language?
3114401	Why is public speaking such a pain?
1520491	What are quantum physics anyway?
1051695	What do i do about not wanting to sleep at night?
2612	What factors are representative of the revival during the 12th Century Renaissance?
1569	How can we at once connect Theodore Roosevelt Jr. to the Rough Riders national fame & to President William McKinley's landslide re-election in 1900?
3141572	Why isnt  the world getting any better?
2518	What was the caused the beginning of early interracial relationships in America?
1731	Why do people attribute and focus on illegal immigration on those from Mexico and Latin America and not Asians?
2494378	What is the best destination in Caribbean to visit and why?
1254145	How to get rid of bone spur on ankles?
3883	How is the Bering land bridge related to migration?
2866	What are the leadership offices held in the organization?
304	How did the New York State's gradual abolition act of 1799 affect African Americans in New York?
1131	How are the voters chosen for the Academy Awards?
2935	What characterizes heavy metal drumming?
3148	What relation did the establishment of New Jersey have for Pennsylvania?
3429	What are the components of the Administrative and Operational structures of the British Army?
4115042	Can you tell how stupid someone is just by reading something they have written?
1857	How did Barbary pirates operate in Algeria during the privateers era?
3186945	what does an appraiser apprentice do?
415	How did Montreal get its name?
1634	What recommdations did the OECD working group, headed by the Japanese ambassador, make in 2003?
337	What attributes characterized Frederick III's reign?
1119	How well did Einstein do in school as a child?
47829	How to take apart two (stuck) wet pint glasses without breaking either?
1418	What can students expect from the admissions process?
3766	How did Wayne Gretzky's career progress?
208	How was Germany founded?
1519	What is the annual weather like in Melbourne?
3122193	what is a transcendental universalist?
3013	What was architecture like during the Byzantime empire?
3575718	What is the weight difference between 68 lbs and 12 lbs 8 ounces?
4473137	Causes and effects of the rise of Christanity?
3639	What are different ways that Irreligion is characterized?
3914071	how can u tell the size of a engine in a car?
211	What was the Bismark Era?
1618655	How do I peel onions without crying?
700	How large is the Yale campus?
3784	What was the Korean War?
4107	What characterizes Beijing's climate?
3482	How is a humid continental climate defined?
790	What is the nature and responsibility of a Consul General?
573	Why was Shanghai considered the center of radical leftism in modern times?
1048	How might a Structural Adjustment Program benefit the country receiving a loan?
2840716	why am i leaking breast milk?
2771	What are some practices or rituals common in religious practice?
3083719	How do you safely wean a person off Risperidal?
1591	Why has Antwerp historically been an important city?
4103	What is the status of indigenous movements during recent times?
873	Why does coastal North Carolina have a infamous reputation with sailors?
1338456	How is the cost for getting a L-1 Visa?
616554	How can we reunite the American children whose parents have been deported with their parents?
2429652	How can I overcome negative thoughts about myself?
3693009	Why is celebrity gossip so addictive?
1539	How is India's ethnic group indicated by the mother language ?
961	How did the state of Chile's economy contribute to widespread dissatisfaction with Allende?
812	How is genetic engineering a mixed blessing?
443147	How to fade the Scar Mark of face appeared by Stitches?
330	What were the major events during the 1896 Summer Olympic Games?
764	What impact did the Spanish conquests have on Venezuela?
3379	How influential is Egypt in today's regional and global politics?
2599299	how can you tell if someone is lying?
3009	How did two scientific discoveries prove crucial to the outcome of World War II?
2187	What were the historical developments needed for smelting iron?
158155	What is a simple way to check for a blown head-gasket?
881	How do volcanic eruptions cause global cooling?
2372	What was the significance of military in classic fuedaliam?
379928	why is gas mixing with my oil in my 95 ford windstar?
3090	What developments occurred in Evangelicalism in the early 18th century?
3309398	is spritual growth important to u?why?
584891	Why does Proffessor Snape kill Headmaster Dumbledore?
1088	What were some aspects of the female influence on the blues in the 1920s?
3903273	What person from the Bible do you want to meet in paradise and why?
676624	How can I pick winning Lotto numbers for California?
3662	What are additional considerations in determining par for a hole?
2346	Why was Eurasia considered such an important topic in regards to Geopolitics?
2550	What was the significance of manned programs?
498337	Is there anything i can feed to a baby duck besides chick starter?
